s,rpm
24.3397514,10.72003048
24.3514322,10.69999902
24.3631129,10.68079147
24.3748641,10.63889993
24.3866602,10.59580428
24.398507,10.54920362
24.4104102,10.49839327
24.4223755,10.44318225
24.434409,10.38353759
24.4465166,10.31946879
24.4587045,10.25099134
24.4709791,10.17811575
24.4833471,10.10084471
24.4958154,10.01917271
24.5083911,9.933086155
24.5210819,9.842563588
24.5338957,9.74757573
24.546841,9.648085407
24.5599266,9.544047296
24.573162,9.435407525
24.5865572,9.322103116
24.600123,9.204061253
24.6138711,12.67822269
24.6278138,3.053035483
24.6417684,3.399943115
24.655723,-7.220725059
24.6696777,-10.75639346
24.6836442,-11.92730809
24.6976152,-12.31257941
24.7115893,-12.43662521
24.7255657,-12.47406322
24.7395439,-12.48299432
24.7535234,-12.48271829
24.7675039,-12.47962232
24.7814853,-12.47580254
24.7954673,-12.47193345
24.8094499,-12.4682218
24.8234328,-12.46472273
24.8374161,-12.46144413
24.8513996,-12.45838049
24.8653833,-12.45552372
24.8793672,-12.45286622
24.8933512,-12.45040168
24.9073354,-12.44812503
24.9213196,-12.44603226
24.9353038,-12.44412026
24.9492881,-12.44238657
24.9632725,-12.4408293
24.9772569,-12.43944697
24.9912413,-12.43823842
25.0052257,-12.43720274
25.0192102,-12.43633924
25.0331947,-12.43564736
25.0471791,-12.43512666
25.0611636,-12.43477678
25.0751481,-12.43459741
25.0891326,-12.4345883
25.1031171,-12.43474922
25.1171016,-12.43507995
25.1310861,-12.43558028
25.1450707,-12.43624999
25.1590552,-12.43708885
25.1730397,-12.43809665
25.1870242,-12.43927311
25.2010087,-12.44061796
25.2149932,-12.44213092
25.2289778,-12.44381165
25.2429623,-12.44565981
25.2569468,-12.44767503
25.2709313,-12.44985689
25.2849158,-12.45220495
25.2989004,-12.45471877
25.3128849,-12.45739782
25.3268694,-12.46024158
25.3408539,-12.46324949
25.3548385,-12.46642095
25.368823,-12.46975531
25.3828075,-12.47325192
25.396792,-12.47691008
25.4107765,-12.48072903
25.4247611,-12.48470801
25.4387456,-12.48884621
25.4527301,-12.49314277
25.4667146,-12.49759681
25.4806992,-12.50220741
25.4946837,-12.5069736
25.5086682,-12.51189439
25.5226527,-12.51696873
25.5366373,-12.52219554
25.5506218,-12.52757371
25.5646063,-12.53310207
25.5785908,-12.53877942
25.5925753,-12.54460452
25.6065599,-12.55057609
25.6205444,-12.5566928
25.6345289,-12.56295327
25.6485134,-12.56935609
25.662498,-12.57589981
25.6764825,-12.58258293
25.690467,-12.58940389
25.7044515,-12.59636111
25.718436,-12.60345294
25.7324206,-12.6106777
25.7464051,-12.61803367
25.7603896,-12.62551905
25.7743741,-12.63313204
25.7883587,-14.77558324
25.8023432,-9.140087299
25.8163277,-9.398942951
25.8303122,-3.132980984
25.844176,-1.044326995
25.8579222,-0.348108998
25.8715538,-0.116036333
25.8850735,-0.038678778
25.8984841,-0.012892926
25.9117882,-0.004297642
25.9249884,-0.001432547
25.938087,-0.000477516
25.9510863,-0.000159172
25.9639886,-5.31E-05
25.9767961,-1.77E-05
25.9895108,-5.90E-06
26.0021346,-1.97E-06
26.0146697,-6.55E-07
26.0271177,-2.18E-07
26.0394805,-7.28E-08
26.0517598,-2.43E-08
26.0639574,-8.09E-09
26.0760747,-2.70E-09
26.0881135,-8.99E-10
26.1000752,-3.00E-10
26.1119613,-9.98E-11
26.1237731,-3.33E-11
26.1355122,-1.11E-11
26.1471798,-3.70E-12
26.1587772,-1.23E-12
26.1703056,-4.11E-13
26.1817664,-1.37E-13
26.1931607,-4.57E-14
26.2045986,-1.52E-14
26.2161999,-5.07E-15
26.2279712,-1.69E-15
26.2399196,-5.64E-16
26.2520528,-1.88E-16
26.2643789,-6.26E-17
26.2769069,-2.09E-17
26.2896463,-6.96E-18
26.3026074,-2.32E-18
26.3158015,-7.73E-19
26.3292408,-2.58E-19
26.3429387,-2.192804937
26.3569099,3.607750165
26.3711705,3.345590834
26.3854311,9.783107005
26.3996916,11.92199739
26.4139646,12.62473952
26.4282418,12.85157054
26.4425221,12.92042186
26.4568045,12.93707482
26.4710885,12.93668127
26.4853737,12.9308898
26.4996599,12.92353686
26.5139468,12.91586865
26.5282343,12.90827708
26.5425222,12.90087563
26.5568104,12.89368946
26.5710989,12.88671758
26.5853876,12.87995271
26.5996765,12.87338727
26.6139655,12.86701498
26.6282546,12.86083103
26.6425438,12.85483188
26.656833,12.84901502
26.6711223,12.84337875
26.6854116,12.83792201
26.6997009,12.83264418
26.7139903,12.82754503
26.7282797,12.82262459
26.7425691,12.81788307
26.7568585,12.81332087
26.7711479,12.80893845
26.7854374,12.80473638
26.7997268,12.80071526
26.8140162,12.79687572
26.8283057,12.7932184
26.8425951,12.78974395
26.8568845,15.3455793
26.871174,8.618309246
26.8854634,8.933977589
26.8997529,1.454250389
26.9140423,-1.045759102
26.9282054,-1.892572227
26.9422453,-2.188195443
26.9561655,-2.299967345
26.969969,-2.350337109
26.9836588,-2.380123977
26.9972377,-2.402937095
27.0107086,-2.423315465
27.0240739,-2.442774604
27.0373363,-2.461822099
27.0504982,-2.480629466
27.0635619,-2.499256109
27.0765296,-2.517723976
27.0894036,-2.536042453
27.1021858,-2.554216656
27.1148785,-2.572250213
27.1274833,-2.590146182
27.1400023,-2.607907369
27.1524373,-2.625536432
27.16479,-2.643035922
27.177062,-2.660408298
27.1892551,-2.677655934
27.2013707,-2.694781125
27.2134105,-2.711786091
27.2253759,-2.728672979
27.2372683,-2.745443869
27.2490892,-2.762100775
27.2608399,-2.778645649
27.2725216,-2.795080382
27.2841358,-2.811406808
27.2956834,-3.377399146
27.3071659,-2.071062586
27.3185844,-2.190743463
27.3299399,-0.730247821
27.3412307,-0.24341594
27.3524579,-0.081138647
27.3636225,-0.027046216
27.3747257,-0.009015405
27.3857684,-0.003005135
27.3967516,-0.001001712
27.4076762,-0.000333904
27.4185432,-0.000111301
27.4293536,-3.71E-05
27.4401081,-1.24E-05
27.4508076,-4.12E-06
27.461453,-1.37E-06
27.4720452,-4.58E-07
27.4825848,-1.53E-07
27.4930726,-5.09E-08
27.5035096,-1.70E-08
27.5138962,-5.65E-09
27.5242334,-1.88E-09
27.5345218,-6.28E-10
27.544762,-2.09E-10
27.5549548,-6.98E-11
27.5651009,-2.33E-11
27.5752008,-7.76E-12
27.5852551,-2.59E-12
27.5952646,-8.62E-13
27.6052298,-2.87E-13
27.6151512,-9.58E-14
27.6250295,-3.19E-14
27.6348653,-1.06E-14
27.644659,-3.55E-15
27.6544112,-1.18E-15
27.6641224,-3.94E-16
27.6737932,-1.31E-16
27.6834241,-4.38E-17
27.6930154,-1.46E-17
27.7025679,-4.87E-18
27.7120818,-1.62E-18
27.7215577,-5.41E-19
27.730996,-1.80E-19
27.7403972,-6.01E-20
27.7497617,-2.00E-20
27.7590899,-6.67E-21
27.7683823,-2.22E-21
27.7776393,-7.42E-22
27.7868612,-2.47E-22
27.7960485,-8.24E-23
27.8052016,-2.75E-23
27.8143208,-9.15E-24
27.8234066,-3.05E-24
27.8324592,-1.02E-24
27.8414791,-3.39E-25
27.8504666,-1.13E-25
27.859422,-3.77E-26
27.8683457,-1.26E-26
27.8772381,-4.19E-27
27.8860995,-1.40E-27
27.8949301,-4.65E-28
27.9037303,-1.55E-28
27.9125005,-5.17E-29
27.9212409,-1.72E-29
27.9299518,-5.74E-30
27.9386335,-1.91E-30
27.9472864,-6.38E-31
27.9559107,-2.13E-31
27.9645067,-7.09E-32
27.9730747,-2.36E-32
27.9816149,-7.88E-33
27.9901276,-2.63E-33
27.9986132,-8.75E-34
28.0070717,-2.92E-34
28.0155036,-9.72E-35
28.0239091,-3.24E-35
28.0322883,-1.08E-35
28.0406416,-3.60E-36
28.0489692,-1.20E-36
28.0572713,-4.00E-37
28.0655482,-1.33E-37
28.0738001,-4.45E-38
28.0820272,-1.48E-38
28.0902297,-4.94E-39
28.0984079,-1.65E-39
28.106562,-5.49E-40
28.1146922,-1.83E-40
28.1227987,-6.10E-41
28.1308817,-2.03E-41
28.1389417,-6.78E-42
28.1469788,-2.26E-42
28.1549933,-7.53E-43
28.1629856,-2.51E-43
28.1709558,-8.37E-44
28.1789044,-2.79E-44
28.1868314,-9.30E-45
28.1947373,-3.10E-45
28.2026222,-1.03E-45
28.2104863,-3.44E-46
28.2183301,-1.15E-46
28.2261536,-3.83E-47
28.2339571,-1.28E-47
28.2417408,-4.25E-48
28.249505,-1.42E-48
28.25725,-4.72E-49
28.2649758,-1.57E-49
28.2726828,-5.25E-50
28.2803711,-1.75E-50
28.2880409,-5.83E-51
28.2956925,-1.94E-51
28.3033261,-6.48E-52
28.3109418,-2.16E-52
28.3185398,-7.20E-53
28.3261204,-2.40E-53
28.3336837,-8.00E-54
28.34123,-2.67E-54
28.3487593,-8.89E-55
28.3562718,-2.96E-55
28.3637678,-9.87E-56
28.3712475,-3.29E-56
28.3787109,-1.10E-56
28.3861583,-3.66E-57
28.3935898,-1.22E-57
28.4010055,-4.06E-58
28.4084057,-1.35E-58
28.4157905,-4.52E-59
28.4231601,-1.51E-59
28.4305145,-5.02E-60
28.437854,-1.67E-60
28.4451787,-5.57E-61
28.4524888,-1.86E-61
28.4597843,-6.19E-62
28.4670654,-2.06E-62
28.4743324,-6.88E-63
28.4815852,-2.29E-63
28.488824,-7.65E-64
28.4960491,-2.55E-64
28.5032604,-8.50E-65
28.5104582,-2.83E-65
28.5176425,-9.44E-66
28.5248135,-3.15E-66
28.5319713,-1.05E-66
28.5391161,-3.50E-67
28.5462478,-1.17E-67
28.5533668,-3.88E-68
28.5605098,-1.29E-68
28.5676994,-4.32E-69
28.5749364,-1.44E-69
28.5822217,-4.80E-70
28.5895559,-1.60E-70
28.5969401,-5.33E-71
28.6043749,-1.78E-71
28.6118614,-5.92E-72
28.6194003,-1.97E-72
28.6269927,-6.58E-73
28.6346395,-2.19E-73
28.6423417,-7.31E-74
28.6501004,-2.44E-74
28.6579165,-8.12E-75
28.6657913,-2.71E-75
28.6737258,-9.02E-76
28.6817212,-3.01E-76
28.6897787,-1.00E-76
28.6978996,-3.34E-77
28.7060852,-1.11E-77
28.7143368,-3.71E-78
28.7226558,-1.24E-78
28.7310437,-4.13E-79
28.7395019,-1.38E-79
28.7480321,-4.59E-80
28.7566358,-1.53E-80
28.7653147,-5.09E-81
28.7740705,-1.70E-81
28.7829052,-5.66E-82
28.7918205,-1.89E-82
28.8008184,-6.29E-83
28.8099011,-2.10E-83
28.8190705,-6.99E-84
28.8283291,-2.33E-84
28.8376791,-7.76E-85
28.8471229,-2.59E-85
28.8566631,-8.63E-86
28.8663024,-2.88E-86
28.8760436,-9.59E-87
28.8858897,-3.20E-87
28.8958437,-1.07E-87
28.905909,-3.55E-88
28.9160888,-1.18E-88
28.9263869,-3.94E-89
28.936807,-1.31E-89
28.9473532,-4.38E-90
28.9580297,-1.46E-90
28.9688411,-4.87E-91
28.979792,-1.62E-91
28.9908876,-5.41E-92
29.0021332,-1.80E-92
29.0135347,-6.01E-93
29.025098,-2.00E-93
29.0368298,-6.68E-94
29.0487371,-2.23E-94
29.0608273,-7.42E-95
29.0731085,-2.47E-95
29.0855895,-8.25E-96
29.0982797,-2.75E-96
29.1111891,-9.16E-97
29.1243289,-3.05E-97
29.1377109,-1.02E-97
29.1513485,-3.39E-98
29.1652558,-1.13E-98
29.1794486,-3.77E-99
29.1939445,-1.26E-99
29.2087625,-4.19E-100
29.2239242,-1.40E-100
29.2394536,-4.66E-101
29.2553775,-1.55E-101
29.2717263,-5.17E-102
29.2885349,2.613388657
29.3058427,-4.344919559
29.3236958,-4.053459487
29.3415488,-11.78304515
29.3594018,-14.36454173
29.3772732,-15.22514935
29.3951458,-15.51755481
29.4130191,-15.62110383
29.4308928,-15.66214342
29.4487666,-15.6827349
29.4666406,-15.69686753
29.4845146,-15.66767891
29.5023886,-15.61787146
29.5204054,-15.5080523
29.5385897,-15.36035942
29.5569875,-15.17679087
29.5756467,-14.95821446
29.5946186,-14.70480464
29.6139595,-14.41625817
29.6337324,-14.09187791
29.6540089,-13.73057963
29.6748719,-13.3308449
29.6964193,-12.89062274
29.7187686,-12.40716662
29.7420648,-11.87677398
29.7664902,-17.1602268
29.7922821,-1.81738581
29.8181129,-2.364448895
29.8439438,14.32757623
29.8697746,19.86506914
29.8956444,21.66783114
29.921491,22.24523489
29.947337,22.40924217
29.9731832,22.43695521
29.9990293,22.42108084
30.0248754,22.3925107
30.0507215,22.36161874
30.0765677,22.33190811
30.1024138,22.30459302
30.1282599,22.28011735
30.1541061,22.25866339
30.1799522,25.94225875
30.2057983,16.05727013
30.2316444,16.45967557
30.2574906,5.486558524
30.2825884,1.828852841
30.3070001,0.609617614
30.3307794,0.203205871
30.3539735,0.06773529
30.3766239,0.02257843
30.3987674,0.007526143
30.4204369,0.002508714
30.4416619,0.000836238
30.4624686,0.000278746
30.4828813,9.29E-05
30.5029214,3.10E-05
30.522609,1.03E-05
30.541962,3.44E-06
30.5609971,1.15E-06
30.5797295,3.82E-07
30.5981734,1.27E-07
30.6163417,4.25E-08
30.6342465,1.42E-08
30.651899,4.72E-09
30.6693097,1.57E-09
30.6864882,5.25E-10
30.7034438,1.75E-10
30.7201848,5.83E-11
30.7367193,1.94E-11
30.7530548,6.48E-12
30.7691983,2.16E-12
30.7851565,7.19E-13
30.8009357,2.40E-13
30.8165418,7.99E-14
30.8319803,1.674417547
30.8472566,-2.814666306
30.8623758,-2.670634198
30.8773426,-7.690091314
30.8921615,-9.41703842
30.9068947,-10.03223483
30.9215453,-10.2759115
30.9361163,-10.39482409
30.9506107,-10.47123615
30.9650313,-10.53258015
30.979381,-10.58801119
30.9936623,-10.64059165
31.0078779,-10.69135272
31.0220302,-10.7406483
31.0361216,-10.78860631
31.0501545,-10.83527918
31.0641312,-10.880694
31.0780538,-10.92486929
31.0919245,-10.96782063
31.1057453,-11.00956254
31.1195183,-11.05010913
31.1332454,-11.08947436
31.1469286,-11.12767216
31.1605697,-11.16471646
31.1741705,-11.20062129
31.1877328,-11.23540078
31.2012583,-11.26906926
31.2147486,-11.30164125
31.2282054,-11.33313154
31.2416302,-11.36355526
31.2550247,-13.32091544
31.2683902,-8.243014456
31.2817284,-8.487635281
31.2950405,-2.82921176
31.3082485,-0.943063349
31.3213548,-0.31435445
31.3343616,-0.104784871
31.3472712,-0.034924562
31.3600859,-0.011648977
31.3728075,-0.003875482
31.3854383,-0.001299391
31.39798,-0.000425514
31.4104346,-0.000141786
31.4228038,-4.73E-05
31.4350895,-1.19E-05
31.4472932,-1.18E-05
31.4594166,-8.02E-08
31.4715782,-1.50E-07
31.483934,7.50E-08
31.496493,7.45E-06
31.5092648,-4.82E-06
31.5222601,-2.064064873
31.5354901,3.400757917
31.5489672,3.15658788
31.5624444,9.222954268
31.5759215,11.24035838
31.58941,11.9051508
31.602903,12.12144781
31.6163993,12.18888191
31.6298981,12.2071499
31.6433989,12.20938281
31.6569012,12.20655892
31.6704047,12.20229229
31.6839093,12.19775467
31.6974146,12.19331206
31.7109206,12.18906776
31.724427,12.18504173
31.737934,12.18122933
31.7514412,12.17762013
31.7649488,12.17420362
31.7784565,12.17097072
31.7919645,12.16791393
31.8054726,12.16502723
31.8189808,12.16230577
31.8324892,12.15974566
31.8459976,12.15734381
31.8595061,12.15509775
31.8730146,12.15300552
31.8865232,12.15106556
31.9000319,12.14927662
31.9135405,12.14763773
31.9270492,12.14614812
31.9405579,12.14480719
31.9540667,12.14361446
31.9675754,12.14256955
31.9810842,12.14167217
31.9945929,12.14092208
32.0081017,12.14031909
32.0216105,12.13986304
32.0351193,12.1395538
32.0486281,12.13939124
32.0621369,12.13937525
32.0756457,14.16070535
32.0891544,8.766730868
32.1026633,8.990055662
32.1161721,2.996681709
32.129572,0.998890363
32.1428657,0.332963454
32.1560557,0.110987818
32.1691444,0.036999618
32.182134,0.012336912
32.1950269,0.004115983
32.2078251,0.0013757
32.2205307,0.000458567
32.2331457,0.000149043
32.245672,4.97E-05
32.2581115,8.88E-06
32.270466,6.85E-06
32.2827372,-5.50E-06
32.2949267,-1.88E-06
32.3070362,-4.54E-06
32.3190673,-5.46E-06
32.3310214,-1.82E-06
32.3429001,-6.06E-07
32.3547047,-2.02E-07
32.3664366,-6.74E-08
32.3780972,-2.25E-08
32.3896877,-7.49E-09
32.4012095,-2.50E-09
32.4126636,4.19E-06
32.4240513,5.61E-06
32.4353738,1.82E-06
32.4466322,9.08E-06
32.4578275,-5.49E-06
32.4689608,-1.88E-06
32.4800331,-4.91E-06
32.4910454,-5.94E-06
32.5019987,-1.98E-06
32.512894,-5.06E-06
32.5237321,-6.11E-06
32.534514,-6.44E-06
32.5452405,-6.57E-06
32.5559124,2.30E-06
32.5665306,5.28E-06
32.577096,1.80E-06
32.5876092,9.51E-06
32.598265,-1.28E-06
32.6090548,8.25E-06
32.6199835,2.75E-06
32.631056,1.73702156
32.6422776,-2.90213553
32.6536542,-2.711396541
32.6650307,-7.863224759
32.6764073,-9.578865433
32.6877926,-10.14678396
32.6991826,-10.33357366
32.7105765,-10.39380804
32.7219736,-10.41221782
32.7333733,-10.41697447
32.7447754,-10.41742048
32.7561795,-10.41663542
32.7675853,-10.41561955
32.7789926,-10.4146857
32.7904012,-10.41392158
32.8018111,-10.41334288
32.8132219,-10.41294353
32.8246337,-10.41271205
32.8360463,-10.41263655
32.8474597,-10.41270617
32.8588736,-10.41291138
32.8702882,-10.41324383
32.8817032,-10.41369628
32.8931187,-10.41426238
32.9045347,-10.41493659
32.9159509,-10.41571401
32.9273675,-10.41659035
32.9387844,-10.4175618
32.9502016,-10.41862495
32.9616189,-10.41977682
32.9730365,-10.4210147
32.9844543,-10.4223362
32.9958723,-10.42373916
33.0072903,-10.42522163
33.0187086,-10.42678188
33.0301269,-10.42841833
33.0415454,-10.43012954
33.0529639,-10.4319142
33.0643825,-10.43377115
33.0758012,-10.43569928
33.08722,-10.43769761
33.0986389,-10.43976522
33.1100578,-10.44190127
33.1214767,-10.44410496
33.1328957,-10.44637557
33.1443147,-10.44871242
33.1557338,-10.45111486
33.1671529,-10.45358228
33.178572,-10.45611411
33.1899912,-10.45870981
33.2014104,-10.46136885
33.2128296,-10.46409074
33.2242488,-10.46687498
33.235668,-10.46972112
33.2470873,-10.47262868
33.2585065,-10.47559724
33.2699258,-10.47862634
33.2813451,-10.48171557
33.2927644,-10.48486449
33.3041837,-10.48807269
33.315603,-10.49133975
33.3270223,-10.49466525
33.3384416,-10.49804878
33.349861,-10.50148992
33.3612803,-10.50498826
33.3726997,-10.50854337
33.384119,-10.51215484
33.3955384,-10.51582225
33.4069577,-10.51954515
33.4183771,-10.52332313
33.4297964,-10.52715575
33.4412158,-10.53104255
33.4526351,-10.53498311
33.4640545,-10.53897695
33.4754739,-10.54302363
33.4868932,-10.54712268
33.4983126,-10.55127363
33.509732,-10.55547599
33.5211514,-10.55972928
33.5325707,-10.56403301
33.5439901,-10.56838667
33.5554095,-10.57278976
33.5668289,-10.57724176
33.5782482,-10.58174214
33.5896676,-10.58629037
33.601087,-10.59088591
33.6125064,-12.40898842
33.6239258,-7.66893827
33.6353451,-7.903952397
33.6467645,-2.634650799
33.6581181,-0.878216933
33.669407,-0.292738978
33.6806323,-0.097579659
33.6917952,-0.032526553
33.7028966,-0.010842184
33.7139375,-0.003614061
33.7249189,-0.001204687
33.7358419,-0.000401562
33.7467072,-0.000133854
33.7575159,-4.46E-05
33.7682688,-1.49E-05
33.7789667,-4.96E-06
33.7896106,-1.65E-06
33.8002011,-5.51E-07
33.8107392,-1.84E-07
33.8212256,-6.12E-08
33.831661,-2.04E-08
33.8420462,-6.80E-09
33.852382,-2.27E-09
33.8626689,-7.56E-10
33.8729078,-2.52E-10
33.8830992,-8.40E-11
33.8932439,-2.80E-11
33.9033424,-9.33E-12
33.9133954,-3.11E-12
33.9234036,-1.04E-12
33.9333675,-3.46E-13
33.9432877,-1.15E-13
33.9531647,-3.84E-14
33.9629992,-1.28E-14
33.9727917,-4.27E-15
33.9825427,-1.42E-15
33.9922527,-4.74E-16
34.0019223,-1.58E-16
34.011552,-5.27E-17
34.0211422,-1.76E-17
34.0308528,1.65441763
34.0406673,-2.622655427
34.0505888,-2.39504991
34.0605103,-7.146560376
34.0704319,-8.731179898
34.0803606,-9.258120096
34.0902939,-9.433497458
34.1002311,-9.492057978
34.1101716,-9.511956944
34.1201152,-9.519193002
34.1300615,-9.522396652
34.1400102,-9.524418605
34.149961,-9.526188969
34.1599139,-9.528001709
34.1698686,-9.529941642
34.1798249,-9.532026026
34.1897828,-9.534251262
34.1997421,-9.536608099
34.2097026,-9.539086458
34.2196644,-9.541676837
34.2296272,-9.54437064
34.2395911,-9.547160167
34.2495559,-9.550038526
34.2595215,-9.552999523
34.269488,-9.556037574
34.2794553,-9.559147619
34.2894232,-9.562325057
34.2993918,-9.565565691
34.3093609,-9.568865675
34.3193307,-9.572221477
34.3293009,-9.575629843
34.3392717,-9.579087766
34.3492428,-9.582592463
34.3592144,-9.586141348
34.3691864,-9.589732016
34.3791588,-9.593362221
34.3891315,-9.597029867
34.3991045,-9.600732988
34.4090778,-9.60446974
34.4190514,-9.608238389
34.4290252,-9.612037301
34.4389993,-9.615864933
34.4489736,-9.619719825
34.4589481,-9.623600595
34.4689228,-9.62750593
34.4788977,-9.631434582
34.4888727,-9.635385361
34.498848,-9.639357131
34.5088233,-9.643348808
34.5187988,-9.647359353
34.5287744,-9.651387766
34.5387502,-9.655433091
34.548726,-9.659494404
34.558702,-9.663570816
34.5686781,-9.667661467
34.5786542,-9.671765527
34.5886305,-9.675882188
34.5986068,-9.680010671
34.6085832,-9.684150214
34.6185596,-9.688300078
34.6285362,-9.692459544
34.6385127,-9.696627906
34.6484894,-9.700804477
34.6584661,-9.704988584
34.6684428,-9.709179567
34.6784196,-9.713376779
34.6883965,-9.717579584
34.6983734,-9.721787355
34.7083503,-9.725999478
34.7183272,-9.730215346
34.7283042,-9.734434359
34.7382812,-9.738655925
34.7482583,-9.742879461
34.7582354,-9.747104389
34.7682125,-9.751330134
34.7781896,-9.755556131
34.7881667,-9.759781816
34.7981439,-9.764006633
34.8081211,-9.768230025
34.8180983,-9.772451444
34.8280755,-9.776670341
34.8380528,-9.780886174
34.84803,-9.7850984
34.8580073,-9.78930648
34.8679845,-9.793509879
34.8779618,-9.797708062
34.8879391,-9.801900497
34.8979165,-9.806086652
34.9078938,-9.810265999
34.9178711,-9.814438009
34.9278485,-9.818602157
34.9378258,-9.822757916
34.9478032,-9.826904764
34.9577805,-9.831042176
34.9677579,-9.83516963
34.9777353,-9.839286606
34.9877127,-9.843392583
34.99769,-9.84748704
35.0076674,-9.85156946
35.0176448,-9.855639324
35.0276222,-9.859696113
35.0375996,-9.863739313
35.0475771,-9.867768406
35.0575545,-9.871782877
35.0675319,-9.875782211
35.0775093,-9.879765894
35.0874867,-9.883733413
35.0974642,-9.887684256
35.1074416,-9.89161791
35.117419,-9.895533865
35.1273965,-9.899431611
35.1373739,-9.903310639
35.1473513,-9.90717044
35.1573288,-9.911010507
35.1673062,-9.914830335
35.1772837,-9.918629418
35.1872611,-9.922407252
35.1972385,-9.926163336
35.207216,-9.929897167
35.2171934,-9.933608247
35.2271709,-9.937296076
35.2371483,-9.940960159
35.2471258,-9.944599999
35.2571032,-9.948215103
35.2670807,-9.95180498
35.2770582,-9.95536914
35.2870356,-9.958907094
35.2970131,-9.962418357
35.3069905,-9.965902446
35.316968,-9.969358878
35.3269454,-9.972787174
35.3369229,-9.976186857
35.3469004,-9.979557454
35.3568778,-11.70676048
35.3668553,-7.230448209
35.3768327,-7.463304852
35.3868102,-2.487768284
35.3967438,-0.829256095
35.4066341,-0.276418698
35.4164816,-0.092139566
35.426287,-0.030713189
35.4360507,-0.01023773
35.4457733,-0.003412577
35.4554553,-0.001137526
35.4650973,-0.000379175
35.4746996,-0.000126392
35.4842628,-4.21E-05
35.4937875,-1.40E-05
35.5032739,-4.68E-06
35.5127227,-1.56E-06
35.5221342,-5.20E-07
35.5315088,-1.73E-07
35.5408471,-5.78E-08
35.5501495,-1.93E-08
35.5594163,-6.42E-09
35.568648,-2.14E-09
35.5778449,-7.13E-10
35.5870075,-2.38E-10
35.5961361,-7.93E-11
35.6052311,-2.64E-11
35.6142929,-8.81E-12
35.6233219,-2.94E-12
35.6323184,-9.79E-13
35.6412827,-3.26E-13
35.6502153,-1.09E-13
35.6591164,-3.62E-14
35.6679863,-1.21E-14
35.6768255,-4.03E-15
35.6856342,-1.34E-15
35.6944127,-4.48E-16
35.7031613,-1.49E-16
35.7118804,-4.97E-17
35.7205703,-1.66E-17
35.7292312,-5.52E-18
35.7378634,-1.84E-18
35.7464673,-6.14E-19
35.7550431,-2.05E-19
35.763591,-6.82E-20
35.7721114,-1.089413713
35.7806045,1.534584979
35.7890705,1.325524754
35.7975098,4.247007832
35.8059226,5.230527612
35.8143163,5.566377351
35.8226911,5.686280592
35.8310472,5.734145485
35.8393848,5.757941707
35.8477041,5.773659446
35.8560053,5.786629056
35.8642885,5.798627608
35.872554,5.810247747
35.880802,5.821687302
35.8890325,5.833012499
35.8972458,5.844245688
35.9054421,5.855394598
35.9136215,5.866462075
35.9217843,5.877449341
35.9299305,5.888357071
35.9380603,5.899185755
35.9461739,5.909935822
35.9542715,5.920607676
35.9623532,5.931201712
35.9704192,5.941718319
35.9784696,5.952157882
35.9865046,5.962520785
35.9945243,5.972807405
36.0025289,5.983018121
36.0105186,5.993153305
36.0184934,6.003213329
36.0264536,6.01319856
36.0343992,6.023109366
36.0423305,6.032946109
36.0502475,6.04270915
36.0581503,6.052398848
36.0660392,6.062015559
36.0739143,6.071559635
36.0817757,6.08103143
36.0896234,6.090431292
36.0974578,6.099759568
36.1052788,6.109016604
36.1130866,6.118202743
36.1208814,6.127318324
36.1286632,6.136363689
36.1364322,6.145339173
36.1441885,6.154245111
36.1519322,6.163081838
36.1596635,6.171849684
36.1673824,6.18054898
36.1750891,6.189180053
36.1827837,6.197743229
36.1904663,6.206238834
36.1981371,6.214667191
36.205796,6.22302862
36.2134433,6.231323442
36.2210791,6.239551976
36.2287034,6.247714537
36.2363163,6.255811442
36.2439181,6.263843005
36.2515087,6.271809538
36.2590883,6.279711352
36.266657,6.287548758
36.2742148,6.295322064
36.281762,6.303031577
36.2892985,6.310677604
36.2968245,6.318260449
36.3043401,6.325780416
36.3118454,6.333237808
36.3193404,6.340632926
36.3268253,6.34796607
36.3343001,6.355237539
36.341765,6.362447632
36.3492201,6.369596645
36.3566654,6.376684874
36.364101,6.383712614
36.371527,6.39068016
36.3789435,6.397587804
36.3863506,6.404435838
36.3937484,6.411224553
36.4011369,6.41795424
36.4085163,6.424625187
36.4158866,6.431237684
36.4232479,6.437792018
36.4306004,6.444288475
36.437944,6.450727342
36.4452788,6.457108903
36.452605,6.463433443
36.4599226,6.469701245
36.4672317,6.475912593
36.4745324,6.482067767
36.4818247,6.48816705
36.4891088,6.494210723
36.4963846,6.500199064
36.5036524,6.506132353
36.5109121,6.51201087
36.5181638,6.51783489
36.5254076,6.523604693
36.5326436,6.529320554
36.5398718,6.53498275
36.5470924,6.540591555
36.5543053,6.546147245
36.5615107,6.551650094
36.5687086,6.557100375
36.5758992,6.562498362
36.5830823,6.567844327
36.5902582,6.573138542
36.5974269,6.578381277
36.6045885,6.583572806
36.611743,7.917972405
36.6188905,4.83643377
36.626031,5.140194736
36.6331647,1.713404894
36.6402855,0.571134965
36.6473935,0.190378322
36.654489,0.063466149
36.661572,0.021148663
36.6686425,0.007062994
36.6757008,0.002340868
36.6827469,0.000787021
36.6897809,0.000255597
36.696803,8.52E-05
36.7038887,2.84E-05
36.71102,2.90E-06
36.7181979,9.67E-07
36.725423,-6.24E-06
